Id,Name,Url
51436,volkswagen-new-beetle-cabrio-1-4-trendline,https://www.cars-data.com/en/volkswagen-new-beetle-cabrio-1-4-trendline-specs/51436/tech
51447,volkswagen-passat-1-3-c,https://www.cars-data.com/en/volkswagen-passat-1-3-c-specs/51447/tech
51467,volkswagen-passat-1300,https://www.cars-data.com/en/volkswagen-passat-1300-specs/51467/tech
51476,volkswagen-passat-1-3-c,https://www.cars-data.com/en/volkswagen-passat-1-3-c-specs/51476/tech
51482,volkswagen-passat-1-3-c,https://www.cars-data.com/en/volkswagen-passat-1-3-c-specs/51482/tech
51520,volkswagen-passat-2-0-gl-variant,https://www.cars-data.com/en/volkswagen-passat-2-0-gl-variant-specs/51520/tech
51524,volkswagen-passat-1-3-c,https://www.cars-data.com/en/volkswagen-passat-1-3-c-specs/51524/tech
51561,volkswagen-passat-1-6-cl,https://www.cars-data.com/en/volkswagen-passat-1-6-cl-specs/51561/tech
51601,volkswagen-passat-1-8-75hp,https://www.cars-data.com/en/volkswagen-passat-1-8-75hp-specs/51601/tech
51624,volkswagen-passat-1-6,https://www.cars-data.com/en/volkswagen-passat-1-6-specs/51624/tech
51738,volkswagen-passat-1-6,https://www.cars-data.com/en/volkswagen-passat-1-6-specs/51738/tech
51878,volkswagen-passat-1-6-businessline,https://www.cars-data.com/en/volkswagen-passat-1-6-businessline-specs/51878/tech
51992,volkswagen-passat-1-4-tsi-bmt-easyline,https://www.cars-data.com/en/volkswagen-passat-1-4-tsi-bmt-easyline-specs/51992/tech
52056,volkswagen-passat-cc-1-8-tsi,https://www.cars-data.com/en/volkswagen-passat-cc-1-8-tsi-specs/52056/tech
52081,volkswagen-passat-alltrack-1-8-tsi,https://www.cars-data.com/en/volkswagen-passat-alltrack-1-8-tsi-specs/52081/tech
52086,volkswagen-passat-variant-1300,https://www.cars-data.com/en/volkswagen-passat-variant-1300-specs/52086/tech
52094,volkswagen-passat-variant-1-3-c,https://www.cars-data.com/en/volkswagen-passat-variant-1-3-c-specs/52094/tech
52111,volkswagen-passat-1-3-c-variant,https://www.cars-data.com/en/volkswagen-passat-1-3-c-variant-specs/52111/tech
52153,volkswagen-passat-variant-1-6-cl,https://www.cars-data.com/en/volkswagen-passat-variant-1-6-cl-specs/52153/tech
52193,volkswagen-passat-variant-1-8-75hp,https://www.cars-data.com/en/volkswagen-passat-variant-1-8-75hp-specs/52193/tech
52220,volkswagen-passat-variant-1-6,https://www.cars-data.com/en/volkswagen-passat-variant-1-6-specs/52220/tech
52334,volkswagen-passat-variant-1-6,https://www.cars-data.com/en/volkswagen-passat-variant-1-6-specs/52334/tech
52474,volkswagen-passat-variant-1-6-businessline,https://www.cars-data.com/en/volkswagen-passat-variant-1-6-businessline-specs/52474/tech
52588,volkswagen-passat-variant-1-4-tsi-bmt-easyline,https://www.cars-data.com/en/volkswagen-passat-variant-1-4-tsi-bmt-easyline-specs/52588/tech
52652,volkswagen-phaeton-3-2-v6-5-zitter,https://www.cars-data.com/en/volkswagen-phaeton-3-2-v6-5-zitter-specs/52652/tech
52714,volkswagen-phaeton-3-6-v6-4motion-5-zitter,https://www.cars-data.com/en/volkswagen-phaeton-3-6-v6-4motion-5-zitter-specs/52714/tech
52740,volkswagen-polo-900,https://www.cars-data.com/en/volkswagen-polo-900-specs/52740/tech
52745,volkswagen-polo-1-0,https://www.cars-data.com/en/volkswagen-polo-1-0-specs/52745/tech
52769,volkswagen-polo-1-0-fox,https://www.cars-data.com/en/volkswagen-polo-1-0-fox-specs/52769/tech
52778,volkswagen-polo-1-0,https://www.cars-data.com/en/volkswagen-polo-1-0-specs/52778/tech
52789,volkswagen-polo-1-0,https://www.cars-data.com/en/volkswagen-polo-1-0-specs/52789/tech
52823,volkswagen-polo-1-2-55hp,https://www.cars-data.com/en/volkswagen-polo-1-2-55hp-specs/52823/tech
52876,volkswagen-polo-1-2-55hp-trendline,https://www.cars-data.com/en/volkswagen-polo-1-2-55hp-trendline-specs/52876/tech
52950,volkswagen-polo-1-2-60hp-easyline,https://www.cars-data.com/en/volkswagen-polo-1-2-60hp-easyline-specs/52950/tech
52995,volkswagen-polo-1-0-c-coupe,https://www.cars-data.com/en/volkswagen-polo-1-0-c-coupe-specs/52995/tech
53015,volkswagen-polo-1-0-fox-coupe,https://www.cars-data.com/en/volkswagen-polo-1-0-fox-coupe-specs/53015/tech
53025,volkswagen-crosspolo-1-2-12v-65hp,https://www.cars-data.com/en/volkswagen-crosspolo-1-2-12v-65hp-specs/53025/tech
53036,volkswagen-crosspolo-1-4,https://www.cars-data.com/en/volkswagen-crosspolo-1-4-specs/53036/tech
53045,volkswagen-polo-1-0,https://www.cars-data.com/en/volkswagen-polo-1-0-specs/53045/tech
53056,volkswagen-polo-1-0,https://www.cars-data.com/en/volkswagen-polo-1-0-specs/53056/tech
53090,volkswagen-polo-1-2-55hp,https://www.cars-data.com/en/volkswagen-polo-1-2-55hp-specs/53090/tech
53143,volkswagen-polo-1-2-55hp-trendline,https://www.cars-data.com/en/volkswagen-polo-1-2-55hp-trendline-specs/53143/tech
53217,volkswagen-polo-1-2-60hp-easyline,https://www.cars-data.com/en/volkswagen-polo-1-2-60hp-easyline-specs/53217/tech
53262,volkswagen-polo-fun-1-4-16v-75hp,https://www.cars-data.com/en/volkswagen-polo-fun-1-4-16v-75hp-specs/53262/tech
53267,volkswagen-polo-1-0-c,https://www.cars-data.com/en/volkswagen-polo-1-0-c-specs/53267/tech
53282,volkswagen-polo-1-0-cl,https://www.cars-data.com/en/volkswagen-polo-1-0-cl-specs/53282/tech
53284,volkswagen-polo-sedan-1-4,https://www.cars-data.com/en/volkswagen-polo-sedan-1-4-specs/53284/tech
53290,volkswagen-polo-variant-1-4,https://www.cars-data.com/en/volkswagen-polo-variant-1-4-specs/53290/tech
16152,ford-sierra-1-3,https://www.cars-data.com/en/ford-sierra-1-3-specs/16152/tech
16170,ford-sierra-1-6-cl,https://www.cars-data.com/en/ford-sierra-1-6-cl-specs/16170/tech
16184,ford-sierra-1-6-cl,https://www.cars-data.com/en/ford-sierra-1-6-cl-specs/16184/tech
16190,ford-sierra-1-3,https://www.cars-data.com/en/ford-sierra-1-3-specs/16190/tech
16226,ford-sierra-1-6-cl,https://www.cars-data.com/en/ford-sierra-1-6-cl-specs/16226/tech
16263,ford-sierra-1-6-cl,https://www.cars-data.com/en/ford-sierra-1-6-cl-specs/16263/tech
16278,ford-sierra-1-6-cl,https://www.cars-data.com/en/ford-sierra-1-6-cl-specs/16278/tech
16311,ford-sierra-1-6-cl,https://www.cars-data.com/en/ford-sierra-1-6-cl-specs/16311/tech
16324,ford-sierra-stationwagon-1-6,https://www.cars-data.com/en/ford-sierra-stationwagon-1-6-specs/16324/tech
16357,ford-sierra-stationwagon-1-6-c,https://www.cars-data.com/en/ford-sierra-stationwagon-1-6-c-specs/16357/tech
16379,ford-sierra-stationwagon-1-6-cl,https://www.cars-data.com/en/ford-sierra-stationwagon-1-6-cl-specs/16379/tech
16389,ford-taurus-gl,https://www.cars-data.com/en/ford-taurus-gl-specs/16389/tech
16393,ford-taurus,https://www.cars-data.com/en/ford-taurus-specs/16393/tech
16394,ford-taurus-stationwagon-gl,https://www.cars-data.com/en/ford-taurus-stationwagon-gl-specs/16394/tech
16396,ford-thunderbird-v8-lx,https://www.cars-data.com/en/ford-thunderbird-v8-lx-specs/16396/tech
16397,ford-tourneo-connect-1-8-16v-swb,https://www.cars-data.com/en/ford-tourneo-connect-1-8-16v-swb-specs/16397/tech
16403,ford-tourneo-connect-swb-1-8-tdci-90hp,https://www.cars-data.com/en/ford-tourneo-connect-swb-1-8-tdci-90hp-specs/16403/tech
16407,ford-tourneo-connect-swb-1-8-tdci-90hp-ambiente,https://www.cars-data.com/en/ford-tourneo-connect-swb-1-8-tdci-90hp-ambiente-specs/16407/tech
16415,ford-windstar,https://www.cars-data.com/en/ford-windstar-specs/16415/tech
16418,ford-windstar,https://www.cars-data.com/en/ford-windstar-specs/16418/tech
16422,honda-accord,https://www.cars-data.com/en/honda-accord-specs/16422/tech
16424,honda-accord-special,https://www.cars-data.com/en/honda-accord-special-specs/16424/tech
16429,honda-accord-1-6-luxe,https://www.cars-data.com/en/honda-accord-1-6-luxe-specs/16429/tech
16433,honda-accord-aero-deck-2-0-luxe,https://www.cars-data.com/en/honda-accord-aero-deck-2-0-luxe-specs/16433/tech
16445,honda-accord-1-8i-s,https://www.cars-data.com/en/honda-accord-1-8i-s-specs/16445/tech
16451,honda-accord-1-8i-s,https://www.cars-data.com/en/honda-accord-1-8i-s-specs/16451/tech
16456,honda-accord,https://www.cars-data.com/en/honda-accord-specs/16456/tech
16458,honda-accord,https://www.cars-data.com/en/honda-accord-specs/16458/tech
16462,honda-accord-1-6-luxe,https://www.cars-data.com/en/honda-accord-1-6-luxe-specs/16462/tech
16468,honda-accord-1-6-luxe,https://www.cars-data.com/en/honda-accord-1-6-luxe-specs/16468/tech
16482,honda-accord-2-0,https://www.cars-data.com/en/honda-accord-2-0-specs/16482/tech
16492,honda-accord-2-0i-85kw,https://www.cars-data.com/en/honda-accord-2-0i-85kw-specs/16492/tech
16501,honda-accord-1-8i,https://www.cars-data.com/en/honda-accord-1-8i-specs/16501/tech
16518,honda-accord-1-6i-s,https://www.cars-data.com/en/honda-accord-1-6i-s-specs/16518/tech
16529,honda-accord-1-8i-s,https://www.cars-data.com/en/honda-accord-1-8i-s-specs/16529/tech
16537,honda-accord-2-0i-comfort,https://www.cars-data.com/en/honda-accord-2-0i-comfort-specs/16537/tech
16549,honda-accord-2-0i-comfort,https://www.cars-data.com/en/honda-accord-2-0i-comfort-specs/16549/tech
16564,honda-accord-2-0i-comfort,https://www.cars-data.com/en/honda-accord-2-0i-comfort-specs/16564/tech
16583,honda-accord-2-0-i-vtec-s,https://www.cars-data.com/en/honda-accord-2-0-i-vtec-s-specs/16583/tech
16605,honda-accord-aerodeck-2-0i-ex,https://www.cars-data.com/en/honda-accord-aerodeck-2-0i-ex-specs/16605/tech
16608,honda-accord-tourer-2-0i-comfort,https://www.cars-data.com/en/honda-accord-tourer-2-0i-comfort-specs/16608/tech
16620,honda-accord-tourer-2-0i-comfort,https://www.cars-data.com/en/honda-accord-tourer-2-0i-comfort-specs/16620/tech
16635,honda-accord-tourer-2-0i-comfort,https://www.cars-data.com/en/honda-accord-tourer-2-0i-comfort-specs/16635/tech
16652,honda-accord-tourer-2-0-i-vtec-s,https://www.cars-data.com/en/honda-accord-tourer-2-0-i-vtec-s-specs/16652/tech
16674,honda-accord-coupe-2-0i-ls,https://www.cars-data.com/en/honda-accord-coupe-2-0i-ls-specs/16674/tech
16678,honda-accord-coupe-2-0i-ls,https://www.cars-data.com/en/honda-accord-coupe-2-0i-ls-specs/16678/tech
16681,honda-accord-coupe-2-0i,https://www.cars-data.com/en/honda-accord-coupe-2-0i-specs/16681/tech
16684,honda-civic-economy,https://www.cars-data.com/en/honda-civic-economy-specs/16684/tech
68781,asia-motors-rocsta-1-8-softtop,https://www.cars-data.com/en/asia-motors-rocsta-1-8-softtop-specs/68781/tech
59626,austin-maestro-1-3-magic,https://www.cars-data.com/en/austin-maestro-1-3-magic-specs/59626/tech
72494,austin-metro-1000-special,https://www.cars-data.com/en/austin-metro-1000-special-specs/72494/tech
59640,austin-metro-1-0-special,https://www.cars-data.com/en/austin-metro-1-0-special-specs/59640/tech
59651,austin-metro-1-0-surf,https://www.cars-data.com/en/austin-metro-1-0-surf-specs/59651/tech
72501,austin-mini-1000-l,https://www.cars-data.com/en/austin-mini-1000-l-specs/72501/tech
59662,austin-montego-2-0-mayfair,https://www.cars-data.com/en/austin-montego-2-0-mayfair-specs/59662/tech
59663,austin-montego-1-3,https://www.cars-data.com/en/austin-montego-1-3-specs/59663/tech
59676,austin-montego-estate-1-6-ls,https://www.cars-data.com/en/austin-montego-estate-1-6-ls-specs/59676/tech
59681,autobianchi-a112-junior,https://www.cars-data.com/en/autobianchi-a112-junior-specs/59681/tech
59685,buick-park-avenue,https://www.cars-data.com/en/buick-park-avenue-specs/59685/tech
59687,corvette-c6-coupe,https://www.cars-data.com/en/corvette-c6-coupe-specs/59687/tech
59697,corvette-c6-convertible,https://www.cars-data.com/en/corvette-c6-convertible-specs/59697/tech
59701,daimler-3-6,https://www.cars-data.com/en/daimler-3-6-specs/59701/tech
59702,daimler-4-0,https://www.cars-data.com/en/daimler-4-0-specs/59702/tech
59703,daimler-double-six,https://www.cars-data.com/en/daimler-double-six-specs/59703/tech
59704,daimler-double-six,https://www.cars-data.com/en/daimler-double-six-specs/59704/tech
59705,daimler-double-six,https://www.cars-data.com/en/daimler-double-six-specs/59705/tech
59706,daimler-double-six,https://www.cars-data.com/en/daimler-double-six-specs/59706/tech
59708,daimler-super-eight,https://www.cars-data.com/en/daimler-super-eight-specs/59708/tech
59709,daimler-v8-lwb-4-0,https://www.cars-data.com/en/daimler-v8-lwb-4-0-specs/59709/tech
59715,datsun-bluebird-1600-dx,https://www.cars-data.com/en/datsun-bluebird-1600-dx-specs/59715/tech
59721,datsun-bluebird-combi-1800-gl,https://www.cars-data.com/en/datsun-bluebird-combi-1800-gl-specs/59721/tech
59723,datsun-cherry-1000-custom,https://www.cars-data.com/en/datsun-cherry-1000-custom-specs/59723/tech
59728,datsun-cherry-1200-luxe,https://www.cars-data.com/en/datsun-cherry-1200-luxe-specs/59728/tech
